tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        04/27/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
AAPL
","
                                        
                                            Apple Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/26/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
AAPL
","
                                        
                                            Apple Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/22/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
MPLX
","
                                        
                                            MPLX LP
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/22/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
LYV
","
                                        
                                            Live Nation Entertainment, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/21/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
PAA
","
                                        
                                            Plains All American Pipeline, L.P.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/21/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
DPM
","
                                        
                                            DCP Midstream Partners LP
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/21/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
DPM
","
                                        
                                            DCP Midstream Partners LP
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/20/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
TRGP
","
                                        
                                            Targa Resources Corp.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/20/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
TRGP
","
                                        
                                            Targa Resources Corp.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/18/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/15/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/14/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/14/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
GM
","
                                        
                                            General Motors Company
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/14/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/13/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            BAC - Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/12/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Partial),"
EPD
","
                                        
                                            Enterprise Products Partners L.P.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        04/11/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
AM
","
                                        
                                            Antero Midstream Partners LP
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/11/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Partial),"
KO
","
                                        
                                            The Coca-Cola Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        04/11/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Full),"
ADT
","
                                        
                                            The ADT Corporation
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        04/07/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/07/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Partial),"
ADT
","
                                        
                                            The ADT Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/05/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Partial),"
ADT
","
                                        
                                            The ADT Corporation
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        04/04/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Full),"
AAN
","
                                        
                                            Aaron's, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/31/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
KN
","
                                        
                                            Knowles Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/30/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Sale (Partial),"
MMP
","
                                        
                                            Magellan Midstream Partners LP
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        03/30/2016
                                    ",04/29/2016,"Perdue , Jr",David A,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
