tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        02/23/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Full),"
BA
","
                                        
                                            The Boeing Company (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        02/24/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Full),"
FEZ
","
                                        
                                            SPDR EURO STOXX 50 ETF
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        03/11/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Full),"
CAT
","
                                        
                                            Caterpillar Inc. (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        03/25/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Full),"
SPY
","
                                        
                                            SPDR S&P 500 ETF Trust (NYSEArca)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        05/20/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Purchase,"
RF
","
                                        
                                            Regions Financial Corporation (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        05/20/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Full),"
CL
","
                                        
                                            Colgate-Palmolive Co. (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/15/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Partial),"
CLX
","
                                        
                                            The Clorox Company (NYSE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/22/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Partial),"
BCR
","
                                        
                                            CR Bard Inc. (NYSE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/02/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Purchase,"
SYY
","
                                        
                                            Sysco Corporation (NYSE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/02/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Purchase,"
PG
","
                                        
                                            The Procter & Gamble Company (NYSE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/02/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Purchase,"
FOX
","
                                        
                                            Twenty-First Century Fox, Inc. (NASDAQ)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        04/02/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Purchase,"
AVP
","
                                        
                                            Avon Products Inc. (NYSE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        04/02/2015
                                    ",08/13/2016,"Perdue , Jr",David A,Sale (Partial),"
FOXA
","
                                        
                                            Twenty-First Century Fox, Inc. (NASDAQ)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
