tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        08/28/2015
                                    ",10/07/2015,Cochran,Thad,Purchase,"
MRK
","
                                        
                                            Merck & Co. Inc. (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        08/27/2015
                                    ",10/07/2015,Cochran,Thad,Sale (Full),"
KSU
","
                                        
                                            Kansas City Southern (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        08/26/2015
                                    ",10/07/2015,Cochran,Thad,Sale (Full),"
CR
","
                                        
                                            Crane Co. (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        08/25/2015
                                    ",10/07/2015,Cochran,Thad,Sale (Partial),"
MDLZ
","
                                        
                                            Mondelez International, Inc. (NASDAQ)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        08/25/2015
                                    ",10/07/2015,Cochran,Thad,Sale (Partial),"
HDS
","
                                        
                                            HD Supply Holdings, Inc. (NASDAQ)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        08/17/2015
                                    ",10/07/2015,Cochran,Thad,Sale (Full),"
PFG
","
                                        
                                            Principal Financial Group Inc. (NYSE)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        08/11/2015
                                    ",10/07/2015,Cochran,Thad,Sale (Full),"
DISCA
","
                                        
                                            Discovery Communications, Inc. (NASDAQ)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        10/05/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Aaron Rents Inc (AAN)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        10/05/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            CIT Group Inc (CIT)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        10/01/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Sysco Corp (SYY)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        10/01/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Cablevision Systems Corp (CVC)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/30/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/30/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            The Williams Companies (WMB)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/30/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Deere & Company (DE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Sunoco Logistics Partners (SXL)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Plains All American Pipeline (PAA)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Plains All American Pipeline (PAA)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            CIT Group Inc (CIT)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Cablevision Systems Corp (CVC)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/29/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Cablevision Systems Corp (CVC)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Sunoco Logistics Partners (SXL)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            DCP Midstream Partners (DPM)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Westlake Chemical Corp (WLK)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Cablevision Systems Corp (CVC)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Deere & Company (DE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            The Bank of NY Mellon Corp (BK)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Baxter International (BAX)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Corning Inc (GLW)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/28/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            CIT Group Inc (CIT)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/25/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/25/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Sunoco Logistics Partners (SXL)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/25/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Kinder Morgan Inc (KMI)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        09/25/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Westlake Chemical Corp (WLK)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/25/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            USG Corp (New) (USG)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/24/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/24/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Sunoco Logistics Partners (SXL)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/24/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            DCP Midstream Partners (DPM)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/24/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            The Mosaic Company (MOS)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        09/24/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            CIT Group Inc (CIT)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/23/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/22/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/22/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Targa Resources Partners (NGLS)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/22/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Baxter International (BAX)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/22/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Corning Inc (GLW)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/22/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Cablevision Systems Corp (CVC)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/21/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Targa Resources Partners (NGLS)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/21/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/21/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Twenty-First Century Fox Inc (FOXA)
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        09/21/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Corning Inc (GLW)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/21/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Aaron Rents Inc CMN (AAN)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/18/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Targa Resources Partners (NGLS)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/18/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Sunoco Logistics Partners (SXL)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        09/18/2015
                                    ",10/07/2015,"Perdue , Jr",David A,Sale (Partial),"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Energy Transfer Equity (ETE)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
