tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        06/17/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
BRK.B
","
                                        
                                            Berkshire Hathaway Inc. New Common Stock
                                        
                                        
                                        
                                    ","$100,001 - $250,000"
"
                                        06/29/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
PYPL
","
                                        
                                            PayPal Holdings, Inc. - Common Stock
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        06/28/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Partial),"
QCOM
","
                                        
                                            QUALCOMM Incorporated - Common Stock
                                        
                                        
                                        
                                            Option Type: Short Sale Strike price: $135.00
                                                
Expires: 06/16/2023
                                            
","$50,001 - $100,000"
"
                                        06/28/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Partial),"
QCOM
","
                                        
                                            QUALCOMM Incorporated - Common Stock
                                        
                                        
                                        
                                    ","$250,001 - $500,000"
"
                                        06/22/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Partial),"
X
","
                                        
                                            United States Steel Corporation Common Stock
                                        
                                        
                                        
                                            Option Type: Short Sale Strike price: $22.00
                                                
Expires: 09/16/2022
                                            
","$1,001 - $15,000"
"
                                        06/22/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
GOLD
","
                                        
                                            Barrick Gold Corporation Common Stock (BC)
                                        
                                        
                                        
                                            Option Type: Call Strike price: $27.00
                                                
Expires: 01/20/2023
                                            
","$1,001 - $15,000"
"
                                        06/22/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
GOLD
","
                                        
                                            Barrick Gold Corporation Common Stock (BC)
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        06/21/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
X
","
                                        
                                            United States Steel Corporation Common Stock
                                        
                                        
                                        
                                    ","$100,001 - $250,000"
"
                                        06/21/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
SSYS
","
                                        
                                            Stratasys, Ltd. - Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
INTC
","
                                        
                                            Intel Corporation - Common Stock
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        06/17/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
SCCO
","
                                        
                                            Southern Copper Corporation Common Stock
                                        
                                        
                                        
                                    ","$100,001 - $250,000"
"
                                        06/17/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
PYPL
","
                                        
                                            PayPal Holdings, Inc. - Common Stock
                                        
                                        
                                        
                                    ","$100,001 - $250,000"
"
                                        06/17/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
EVT
","
                                        
                                            Eaton Vance Tax Advantaged Dividend Income Fund Co
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        06/17/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
CVX
","
                                        
                                            Chevron Corporation Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/16/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
QCOM
","
                                        
                                            QUALCOMM Incorporated - Common Stock
                                        
                                        
                                        
                                    ","$250,001 - $500,000"
"
                                        06/16/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
PYPL
","
                                        
                                            PayPal Holdings, Inc. - Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/15/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
NVDA
","
                                        
                                            NVIDIA Corporation - Common Stock
                                        
                                        
                                        
                                            Option Type: Short Sale Strike price: $150.00
                                                
Expires: 03/17/2023
                                            
","$15,001 - $50,000"
"
                                        06/15/2022
                                    ",07/13/2022,Tuberville,Thomas H,Sale (Full),"
PYPL
","
                                        
                                            PayPal Holdings, Inc. - Common Stock
                                        
                                        
                                        
                                            Option Type: Short Sale Strike price: $150.00
                                                
Expires: 09/15/2023
                                            
","$50,001 - $100,000"
"
                                        06/15/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
PYPL
","
                                        
                                            PayPal Holdings, Inc. - Common Stock
                                        
                                        
                                        
                                            Option Type: Put Strike price: $220.00
                                                
Expires: 06/17/2022
                                            
","$50,001 - $100,000"
"
                                        06/15/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
QCOM
","
                                        
                                            QUALCOMM Incorporated - Common Stock
                                        
                                        
                                        
                                            Option Type: Put Strike price: $130.00
                                                
Expires: 06/17/2022
                                            
","$1,001 - $15,000"
"
                                        06/15/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
NVDA
","
                                        
                                            NVIDIA Corporation - Common Stock
                                        
                                        
                                        
                                            Option Type: Put Strike price: $180.00
                                                
Expires: 06/17/2022
                                            
","$15,001 - $50,000"
"
                                        06/14/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
SSYS
","
                                        
                                            Stratasys, Ltd. - Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/09/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
SSYS
","
                                        
                                            Stratasys, Ltd. - Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/09/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
INTC
","
                                        
                                            Intel Corporation - Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/08/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
NVDA
","
                                        
                                            NVIDIA Corporation - Common Stock
                                        
                                        
                                        
                                            Option Type: Short Sale Strike price: $150.00
                                                
Expires: 12/16/2022
                                            
","$1,001 - $15,000"
"
                                        06/06/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
EVT
","
                                        
                                            Eaton Vance Tax Advantaged Dividend Income Fund Co
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/01/2022
                                    ",07/13/2022,Tuberville,Thomas H,Purchase,"
ECOM
","
                                        
                                            ChannelAdvisor Corporation Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/30/2022
                                    ",07/13/2022,Graham,Lindsey,Sale (Full),"
VTIP
","
                                        
                                            Vanguard Short-Term Inflation-Protected Securities
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/30/2022
                                    ",07/13/2022,Graham,Lindsey,Purchase,"
IBDO
","
                                        
                                            iShares iBonds Dec 2023 Term Corporate ETF
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/30/2022
                                    ",07/13/2022,Graham,Lindsey,Purchase,"
IBDQ
","
                                        
                                            iShares iBonds Dec 2025 Term Corporate ETF
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
