tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        06/25/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
AMZN
","
                                        
                                            Amazon.com, Inc.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/25/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
NFLX
","
                                        
                                            Netflix, Inc.
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        06/22/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
CVX
","
                                        
                                            Chevron Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/22/2018
                                    ",05/10/2019,Roberts,Pat,Sale (Full),"
NFLX
","
                                        
                                            Netflix, Inc.
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        06/22/2018
                                    ",05/10/2019,Roberts,Pat,Sale (Full),"
AMZN
","
                                        
                                            Amazon.com, Inc.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/03/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
DVN
","
                                        
                                            Devon Energy Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/25/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
                                        
                                            --
                                        
                                        
                                    ","
                                        
                                            Wal-Mart Stores, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/25/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
AMZN
","
                                        
                                            Amazon.com, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/17/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
CELG
","
                                        
                                            Celgene Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/17/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
LMT
","
                                        
                                            Lockheed Martin Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/04/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
JPM
","
                                        
                                            JPMorgan Chase & Co.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        07/05/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
FB
","
                                        
                                            Facebook, Inc.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        07/05/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
NOC
","
                                        
                                            Northrop Grumman Corporation
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        07/24/2018
                                    ",05/10/2019,Roberts,Pat,Sale (Full),"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/18/2018
                                    ",05/10/2019,Roberts,Pat,Sale (Full),"
TGT
","
                                        
                                            Target Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/18/2018
                                    ",05/10/2019,Roberts,Pat,Sale (Partial),"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/05/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
TGT
","
                                        
                                            Target Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/05/2018
                                    ",05/10/2019,Roberts,Pat,Purchase,"
BAC
","
                                        
                                            Bank of America Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
