tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        03/15/2019
                                    ",04/17/2019,Whitehouse,Sheldon,Sale (Full),"
BA
","
                                        
                                            The Boeing Company
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/22/2019
                                    ",04/17/2019,Whitehouse,Sheldon,Sale (Full),"
BIIB
","
                                        
                                            Biogen Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/15/2019
                                    ",04/17/2019,Whitehouse,Sheldon,Sale (Full),"
BA
","
                                        
                                            The Boeing Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
V
","
                                        
                                            Visa Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
TSM
","
                                        
                                            Taiwan Semiconductor Manufacturing Company Limited
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
SFTBY
","
                                        
                                            SoftBank Group Corp.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
SRE
","
                                        
                                            Sempra Energy
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
RDS-B
","
                                        
                                            Royal Dutch Shell plc
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
SLB
","
                                        
                                            Schlumberger Limited
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        03/11/2019
                                    ",04/17/2019,Capito,Shelley M,Sale (Full),"
RBGLY
","
                                        
                                            Reckitt Benckiser Group plc
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
