tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        07/05/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
DISCA
","
                                        
                                            Discovery, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/05/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
GM
","
                                        
                                            General Motors Company
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/05/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
GM
","
                                        
                                            General Motors Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        07/02/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
MYL
","
                                        
                                            Mylan N.V.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/26/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
SU
","
                                        
                                            Suncor Energy Inc.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/15/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Exchange,"
TWX

T
","
                                        
                                            Time Warner Inc. (Exchanged)
                                            
                                            AT&T Inc. (Received)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/14/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
FOXA
","
                                        
                                            Twenty-First Century Fox, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        07/02/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
MYL
","
                                        
                                            Mylan N.V.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/13/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
FOXA
","
                                        
                                            Twenty-First Century Fox, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/13/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
FDC
","
                                        
                                            First Data Corporation
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/26/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Full),"
CRMT
","
                                        
                                            America's Car-Mart, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/28/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
BOIVF
","
                                        
                                            Bollore
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/28/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
CZR
","
                                        
                                            Caesars Entertainment Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/27/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
BOIVF
","
                                        
                                            Bollore
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/27/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
CZR
","
                                        
                                            Caesars Entertainment Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/27/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
SPY
","
                                        
                                            SPDR S&P 500 ETF
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/26/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
BOIVF
","
                                        
                                            Bollore
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/25/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
FEYE
","
                                        
                                            FireEye, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/25/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
RF
","
                                        
                                            Regions Financial Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/25/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
FEYE
","
                                        
                                            FireEye, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/22/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
FEYE
","
                                        
                                            FireEye, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/22/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
RF
","
                                        
                                            Regions Financial Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
FOX
","
                                        
                                            Twenty-First Century Fox, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
FOXA
","
                                        
                                            Twenty-First Century Fox, Inc.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
KMI
","
                                        
                                            Kinder Morgan, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
OKE
","
                                        
                                            ONEOK, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
BRK-B
","
                                        
                                            Berkshire Hathaway Inc.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
UHAL
","
                                        
                                            AMERCO
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
LNG
","
                                        
                                            Cheniere Energy, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
LNG
","
                                        
                                            Cheniere Energy, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
RF
","
                                        
                                            Regions Financial Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/21/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
RF
","
                                        
                                            Regions Financial Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/20/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Purchase,"
CZR
","
                                        
                                            Caesars Entertainment Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        06/20/2018
                                    ",07/06/2018,"Perdue , Jr",David A,Sale (Partial),"
FOXA
","
                                        
                                            Twenty-First Century Fox, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
