tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        01/21/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
UL
","
                                        
                                            Unilever PLC Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
WEX
","
                                        
                                            WEX Inc. common stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
VFC
","
                                        
                                            V.F. Corporation Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
OTIS
","
                                        
                                            Otis Worldwide Corporation Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
HSIC
","
                                        
                                            Henry Schein, Inc. - Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
CARR
","
                                        
                                            Carrier Global Corporation Common Stock
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Sale (Full),"
MMM
","
                                        
                                            3M Company Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/21/2022
                                    ",02/17/2022,Collins,Susan M,Purchase,"
HSY
","
                                        
                                            The Hershey Company Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Purchase,"
NVDA
","
                                        
                                            NVIDIA Corporation - Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Purchase,"
LIN
","
                                        
                                            Linde plc Ordinary Share
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2022
                                    ",02/17/2022,Collins,Susan M,Purchase,"
AMZN
","
                                        
                                            Amazon.com, Inc. - Common Stock
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
