tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        08/04/2017
                                    ",08/07/2017,Inhofe,James M,Sale (Full),"
FLR
","
                                        
                                            Fluor Corporation
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        07/26/2017
                                    ",08/07/2017,Inhofe,James M,Sale (Partial),"
GE
","
                                        
                                            General Electric Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        07/20/2017
                                    ",08/07/2017,Inhofe,James M,Purchase,"
MSFT
","
                                        
                                            Microsoft Corporation
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        07/07/2017
                                    ",08/07/2017,Inhofe,James M,Sale (Partial),"
C
","
                                        
                                            Citigroup Inc.
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        07/26/2017
                                    ",08/07/2017,Hoeven,John,Purchase,"
DPS
","
                                        
                                            Dr Pepper Snapple Group, Inc.
                                        
                                        
                                        
                                    ","$100,001 - $250,000"
"
                                        02/29/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
HYH
","
                                        
                                            Halyard Health, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/26/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
GM
","
                                        
                                            General Motors Company
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/25/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
WFC
","
                                        
                                            Wells Fargo & Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        02/25/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
MA
","
                                        
                                            MasterCard Incorporated
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/25/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Sale (Full),"
AXP
","
                                        
                                            American Express Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        02/25/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
AAPL
","
                                        
                                            Apple Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/23/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Sale (Partial),"
ADT
","
                                        
                                            The ADT Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/23/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
WFM
","
                                        
                                            Whole Foods Market, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/23/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
AAPL
","
                                        
                                            Apple Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        02/22/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
ETP
","
                                        
                                            Energy Transfer Partners, L.P.
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        02/22/2016
                                    ",08/07/2017,"Perdue , Jr",David A,Purchase,"
ETP
","
                                        
                                            Energy Transfer Partners, L.P.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
