tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        12/16/2020
                                    ",01/12/2021,Collins,Susan M,Sale (Full),"
DNKN
","
                                        
                                            Dunkin' Brands Group, Inc.
                                        
                                        
                                        
                                    ","$50,001 - $100,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Purchase,"
UNH
","
                                        
                                            UnitedHealth Group Incorporated
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Purchase,"
PSX
","
                                        
                                            Phillips 66
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Purchase,"
AMT
","
                                        
                                            American Tower Corporation (REIT)
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Full),"
SYY
","
                                        
                                            Sysco Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Full),"
PII
","
                                        
                                            Polaris Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Full),"
OTIS
","
                                        
                                            Otis Worldwide Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Full),"
XOM
","
                                        
                                            Exxon Mobil Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Partial),"
CLX
","
                                        
                                            The Clorox Company
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/31/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Full),"
CARR
","
                                        
                                            Carrier Global Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/15/2020
                                    ",01/12/2021,Capito,Shelley M,Sale (Full),"
WFC
","
                                        
                                            Wells Fargo & Company
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
