tx_date,file_date,last_name,first_name,order_type,ticker,asset_name,tx_amount
"
                                        12/22/2015
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
LRCX
","
                                        
                                            Lam Research Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/28/2015
                                    ",01/20/2016,Whitehouse,Sheldon,Sale (Partial),"
M
","
                                        
                                            Macy's, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
LMT
","
                                        
                                            Lockheed Martin Corporation
                                        
                                        
                                        
                                    ","$15,001 - $50,000"
"
                                        01/06/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
MSFT
","
                                        
                                            Microsoft Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
GILD
","
                                        
                                            Gilead Sciences Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Sale (Full),"
GME
","
                                        
                                            GameStop Corp.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
NVDA
","
                                        
                                            NVIDIA Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
NVDA
","
                                        
                                            NVIDIA Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        12/22/2015
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
LRCX
","
                                        
                                            Lam Research Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
CSCO
","
                                        
                                            Cisco Systems, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
WMT
","
                                        
                                            Wal-Mart Stores Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
VZ
","
                                        
                                            Verizon Communications Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/06/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
UA
","
                                        
                                            Under Armour, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
NFLX
","
                                        
                                            Netflix, Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/14/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
MRK
","
                                        
                                            Merck &amp; Co. Inc.
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
"
                                        01/05/2016
                                    ",01/20/2016,Whitehouse,Sheldon,Purchase,"
LLTC
","
                                        
                                            Linear Technology Corporation
                                        
                                        
                                        
                                    ","$1,001 - $15,000"
